CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR
CERTIFIED,"HARMAN CONNECTED SERVICES, INC.",SALES MANAGERS,MANAGER - SALES SUPPORT,Y,107120.0,2016
CERTIFIED,TECHNOGEN INC.,SALES MANAGERS,"MANAGER , SALES AND OPERATIONS",Y,110448.0,2016
CERTIFIED,"ROHDE & SCHWARZ USA, INC.",SALES MANAGERS,PRODUCT MANAGER,Y,127192.0,2016
CERTIFIED,BLUEPRINT STUDIOS,SALES MANAGERS,DIRECTOR OF SALES,Y,118331.0,2016
CERTIFIED,"PROENZA SCHOULER, LLC",SALES MANAGERS,INTERNATIONAL SALES MANAGER (NON-FRANCHISE ACCOUNTS),Y,93434.0,2016
CERTIFIED-WITHDRAWN,"NATIONAL OILWELL VARCO, L.P.",SALES MANAGERS,LAND AFTERMARKET SALES MANAGER,N,57000.0,2016
CERTIFIED,"THE GAP, INC.",SALES MANAGERS,"MANAGER, GIFT CARD",Y,76253.0,2016
CERTIFIED,LARSEN & TOUBRO INFOTECH LIMITED,SALES MANAGER,BUSINESS DEVELOPMENT DIRECTOR,Y,117166.0,2016
CERTIFIED,"SATURN WIRELESS CONSULTING, LLC",SALES MANAGERS,MARKETING MANAGER,Y,93433.6,2016
CERTIFIED,FERROTEC (USA) CORPORATION,SALES MANAGERS,RPM MANAGER,Y,78083.0,2016
CERTIFIED,GOLDEN GATE SCENIC STEAMSHIP CORPORATION,SALES MANAGERS,DIRECTOR OF SALES AND MARKETING,Y,76253.0,2016
WITHDRAWN,"MERKOLAT OF FLORIDA, INC.",SALES MANAGERS,SALES MANAGER,Y,71698.0,2016
CERTIFIED,ABB INC.,SALES MANAGERS,SENIOR BUSINESS DEVELOPMENT MANAGER,Y,99318.0,2016
CERTIFIED,SALESFORCE.COM INC.,SALES MANAGERS,ENTERPRISE AE 4 (STRATEGIC ACCOUNT MANAGER),Y,140462.0,2016
CERTIFIED,"BRADY USA, INC.",SALES MANAGERS,U.S. SALES EXECUTIVE,Y,81182.0,2016
CERTIFIED,M&C HOTEL INDUSTRIES INC.,SALES MANAGERS,DIRECTOR OF SALES & MARKETING,Y,86507.0,2016
CERTIFIED,"MERKOLAT OF FLORIDA, INC.",SALES MANAGERS,SALES MANAGER,Y,71698.0,2016
CERTIFIED,IT AMERICA INC,SALES MANAGERS,BUSINESS DEVELOPMENT SPECIALIST (TECHNICAL),N,66331.0,2016
CERTIFIED,"DEPUY SYNTHES SALES, INC.",SALES MANAGERS,REGIONAL MANAGER,Y,125674.0,2016
CERTIFIED,LARSEN & TOUBRO INFOTECH LIMITED,SALES MANAGERS,SENIOR BUSINESS DEVELOPMENT MANAGER,Y,94557.0,2016
CERTIFIED,IGATE TECHNOLOGIES INC.,SALES MANAGERS,CLIENT ENGAGEMENT MANAGER,Y,95098.0,2016
CERTIFIED,MIAMI SUNNY INC,SALES MANAGERS,SALES MANAGER,N,62691.0,2016
CERTIFIED,"NICOPANDA, INC.",SALES MANAGERS,DIRECTOR OF RETAIL OPERATIONS,Y,93434.0,2016
CERTIFIED,E.F. JOHNSON COMPANY,SALES MANAGERS,"DIRECTOR, SERVICE MANAGEMENT",Y,140660.0,2016
CERTIFIED,BRAND FRONTIERS LTD.,SALES MANAGERS,STRATEGIC AND BRANDING MANAGER,Y,129522.0,2016
CERTIFIED,WACOM TECHNOLOGY CORPORATION,SALES MANAGERS,SALES OPERATIONS ANALYST PROGRAM MANAGER,Y,90438.0,2016
CERTIFIED,DSM FOOD SPECIALTIES USA INC.,SALES MANAGERS,SENIOR ACCOUNT MANAGER,Y,73195.0,2016
CERTIFIED,DELL MARKETING L.P.,SALES MANAGERS,SALES SUPPORT SR. MANAGER,Y,106995.0,2016
CERTIFIED,"COMSCORE, INC.",SALES MANAGERS,PRODUCT MANAGER,Y,73299.0,2016
CERTIFIED,"3I INFOTECH, INC.",SALES MANAGERS,SALES DIRECTOR,Y,117166.0,2016
CERTIFIED,M&C HOTEL INTERESTS INC.,SALES MANAGERS,DIRECTOR OF SALES & MARKETING,Y,86507.0,2016
CERTIFIED,"WRIST NORTH AMERICA, INC.",SALES MANAGERS,SALES MANAGER,N,54683.0,2016
CERTIFIED,TURN INC.,SALES MANAGERS,"VP, SALES ENGINEERING",Y,154606.0,2016
CERTIFIED,NIAGARA BOTTLING LLC,SALES MANAGERS,REGIONAL SALES MANAGER,Y,81952.0,2016
CERTIFIED,STRYKER CORPORATION,SALES MANAGERS,ASSOCIATE NATIONAL ACCOUNTS MANAGER,N,62691.0,2016
CERTIFIED,IBM CORPORATION,SALES MANAGERS,TECHNICAL SALES MANAGER,Y,115565.0,2016
CERTIFIED,"NICOPANDA, INC.",SALES MANAGERS,DIRECTOR OF RETAIL OPERATIONS,Y,93434.0,2016
CERTIFIED,FRIENDWELL MANAGEMENT USA LLC,SALES MANAGERS,DIRECTOR OF SALES,Y,84219.0,2016
CERTIFIED,"RICHEMONT NORTH AMERICA, INC.",SALES MANAGERS,ASSISTANT DIAMOND SALON MANAGER,Y,89500.0,2016
CERTIFIED,"GARTNER, INC.",SALES MANAGERS,VP OF SALES ENABLEMENT,Y,129522.0,2016
CERTIFIED,ADOBE SYSTEMS INCORPORATED,SALES MANAGERS,SR. PRODUCT MANAGER,Y,121826.0,2016
CERTIFIED,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS,SALES MANAGERS,SENIOR MANAGER - BUSINESS DEVELOPMENT,Y,85238.0,2016
CERTIFIED,"AOL, INC.",SALES MANAGERS,"DIRECTOR, PLATFORM PRICING & YIELD",Y,128294.0,2016
CERTIFIED,MODANI DALLAS LLC,SALES MANAGERS,SALES MANAGER,Y,73466.0,2016
CERTIFIED,WARNER BROS. HOME ENTERTAINMENT INC.,SALES MANAGERS,"DIRECTOR, SALES FORECASTING FRANCHISE & TCAT",Y,89523.0,2016
CERTIFIED,"ELEMENT TECHNOLOGIES, INC.",SALES MANAGERS,TECHNICAL SALES MANAGER,Y,150093.0,2016
CERTIFIED,VERVEBA TELECOM LLC,SALES MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,107120.0,2016
CERTIFIED,"COLINDA INTERNATIONAL, INC.",SALES MANAGERS,SALES MANAGER,Y,76253.0,2016
CERTIFIED,FERRETTI GROUP OF AMERICA LLC,SALES MANAGERS,BRAND SALES MANAGER (CRN & CUSTOM LINE),Y,73029.0,2016
CERTIFIED,ARTECH INFORMATION SYSTEMS LLC,SALES MANAGERS,SERVICE DELIVERY MANAGER,Y,83574.0,2016
CERTIFIED,"VIGNA SOLUTIONS, INC.",SALES MANAGERS,MANAGER-SALES & OPERATIONS,Y,110448.0,2016
CERTIFIED,KERRY INC.,SALES MANAGERS,SALES DIRECTOR,Y,86299.0,2016
CERTIFIED,BLENTECH CORPORATION,SALES MANAGERS,INTERNATIONAL SALES MANAGER,Y,85093.0,2016
CERTIFIED,"DIAMOND CRYSTAL BRANDS, INC.",SALES MANAGERS,SENIOR NATIONAL ACCOUNTS MANAGER,Y,137426.0,2016
DENIED,"SOFTWARE WORX, INC",SALES MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,75000.0,2016
CERTIFIED,LARSEN & TOUBRO INFOTECH LIMITED,SALES MANAGERS,SENIOR BUSINESS DEVELOPMENT MANAGER,Y,107120.0,2016
CERTIFIED,"EMERSON PROCESS MANAGEMENT VALVE AUTOMATION, INC.",SALES MANAGERS,SALES AND OPERATIONS PLANNING MANAGER,Y,109096.0,2016
DENIED,RESQUME INC,SALES MANAGERS,SALES MANAGER,N,49130.0,2016
CERTIFIED,"HARMAN CONNECTED SERVICES, INC.",SALES MANAGERS,ASSOCIATE VICE PRESIDENT,Y,150093.0,2016
CERTIFIED,"SOURCE HEALTHCARE ANALYTICS, LLC, A SYMPHONY HEALTH SOLUTIONS COMPANY",SALES MANAGERS,SENIOR ACCOUNT MANAGEMENT EXECUTIVE,Y,76605.0,2016
CERTIFIED,"33RD STRIKE GROUP, LLC",SALES MANAGERS,SALES MANAGER,N,53206.4,2016
CERTIFIED,"GATES E&S NORTH AMERICA, INC.",SALES MANAGERS,"VICE PRESIDENT, OIL AND GAS",Y,132371.0,2016
CERTIFIED,"PERSISTENT SYSTEMS, INC.",SALES MANAGERS,MANAGER-SALES,Y,71926.0,2016
CERTIFIED,SALESFORCE.COM INC.,SALES MANAGERS,REGIONAL MANAGER,Y,154606.0,2016
CERTIFIED,"MEDIAMATH, INC.",SALES MANAGERS,PRODUCT MANAGER,Y,93434.0,2016
CERTIFIED,RESQME INC,SALES MANAGERS,SALES MANAGER,N,49130.0,2016
CERTIFIED,"GLOBANT, LLC",SALES MANAGERS,VICE-PRESIDENT & MANAGING DIRECTOR,Y,229382.0,2016
CERTIFIED,"INTRALOX, LLC",SALES MANAGERS,ACCOUNT MANAGER FOR THE RESELLERS AND DISTRIBUTORS,N,54683.0,2016
CERTIFIED,"SOFTWARE WORX, INC",SALES MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,71926.0,2016
CERTIFIED-WITHDRAWN,ORION SYSTEMS INTEGRATORS LLC,SALES MANAGERS,SR. VICE PRESIDENT OF SALES,Y,150093.0,2016
CERTIFIED,ADOBE SYSTEMS INCORPORATED,SALES MANAGERS,SALES STRATEGY MANAGER,Y,121826.0,2016
CERTIFIED,"TRANSNATIONAL FOODS, INC.",SALES MANAGERS,SALES MANAGER,Y,161429.0,2016
CERTIFIED,"TECH MAHINDRA (AMERICAS), INC.",SALES MANAGERS,SALES MANAGER,Y,117166.0,2016
CERTIFIED,"DISPATCH TECHNOLOGIES, INC.",SALES MANAGERS,"DIRECTOR OF PRODUCT, JOB EXCHANGE",Y,117187.0,2016
CERTIFIED,SHOEZOO.COM LLC,SALES MANAGERS,DIRECTOR OF SALES OPERATIONS,Y,127400.0,2016
CERTIFIED,"BRILLIO, LLC",SALES MANAGER,ASSOCIATE DIRECTOR,Y,73299.0,2016
CERTIFIED,"INNOCORE SOLUTIONS, INC",SALES MANAGERS,IT SALES ENGINEER,Y,73798.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 3,Y,122283.0,2016
CERTIFIED,LAN CARGO S.A.,SALES MANAGERS,OFFLINE SALES SENIOR MANAGER,Y,95597.0,2016
CERTIFIED,"LEE KUM KEE (USA), INC.",SALES MANAGERS,TERRITORY MANAGER,N,63856.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,160035.0,2016
WITHDRAWN,"PERSISTENT SYSTEMS, INC.",SALES MANAGERS,DIRECTOR-SALES,Y,78083.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 3,Y,125965.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,186514.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 3,Y,170955.0,2016
CERTIFIED,WACOM TECHNOLOGY SERVICES,SALES MANAGERS,SALES OPERATIONS ANALYST PROGRAM MANAGER,Y,90438.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,181854.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGERS 4,Y,143978.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,154190.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 3,Y,122283.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 3,Y,160389.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 3,Y,170955.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,229382.0,2016
WITHDRAWN,"PERSISTENT SYSTEMS, INC.",SALES MANAGERS,DIRECTOR-SALES,Y,78083.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,183040.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 3,Y,143478.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,169437.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,229382.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,154190.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 3,Y,170955.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,186514.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 3,Y,122283.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,183040.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 3,Y,143478.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,183040.0,2016
CERTIFIED,"WESTERN DIGITAL TECHNOLOGIES, INC.",SALES MANAGERS,SENIOR MANAGER,N,67018.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,181854.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,169437.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,183040.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 3,Y,150093.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 3,Y,122283.0,2016
CERTIFIED,INTL FCSTONE INC,SALES MANAGERS,VICE PRESIDENT OF INSTITUTIONAL SALES,Y,103334.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 3,Y,125965.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,183040.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,183040.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 3,Y,170955.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGERS 4,Y,143978.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 4,Y,160035.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,SALES MANAGERS,SALES MANAGER 3,Y,160389.0,2016
CERTIFIED,"PERSISTENT SYSTEMS, INC.",SALES MANAGERS,DIRECTOR-SALES,Y,72030.0,2016
CERTIFIED,M&E ENTERPRISE LLC,SALES MANAGERS,SALES MANAGER,Y,74339.0,2016
CERTIFIED,"KERING EYEWEAR USA, INC.",SALES MANAGERS,DIRECTOR OF SALES- LATIN AMERICAN MARKETS,Y,103334.0,2016
CERTIFIED,MORRISON EXPRESS CORPORATION (U.S.A.),SALES MANAGERS,"SALES DIRECTOR, SOUTHWEST REGION, USA",Y,100000.0,2016
CERTIFIED,TATA BUSINESS SUPPORT SERVICES INC.,SALES MANAGERS,HEAD-SALES,Y,160098.0,2016
CERTIFIED,ORION SYSTEMS INTEGRATORS LLC,SALES MANAGERS,EXECUTIVE VICE PRESIDENT & HEAD OF SALES,Y,187325.0,2016
CERTIFIED,"ADVANSTAR COMMUNICATIONS, INC.",SALES MANAGERS,SALES MANAGER,Y,95285.0,2016
CERTIFIED,"OKTA, INC.",SALES MANAGERS,CORPORATE ACCOUNT EXECUTIVE,Y,79348.0,2016
CERTIFIED,"MARS, INCORPORATED",SALES MANAGERS,CUSTOMER RELATIONSHIP MANAGEMENT MANAGER,Y,100400.0,2016
CERTIFIED,"TECH MAHINDRA (AMERICAS), INC.",SALES MANAGERS,SALES MANAGER,Y,116189.0,2016
CERTIFIED,CALAMP WIRELESS NETWORKS CORPORATION,SALES MANAGERS,"SENIOR MANAGER, SALES",Y,107058.0,2016
CERTIFIED,"LEE KUM KEE (USA), INC.",SALES MANAGERS,TERRITORY MANAGER,N,63856.0,2016
CERTIFIED,"KOMODO HEALTH, INC.",SALES MANAGERS,CUSTOMER SUCCESS MANAGER,Y,95285.0,2016
CERTIFIED,"SAKSOFT, INC.",SALES MANAGERS,SALES DIRECTOR,Y,95285.0,2016
CERTIFIED,"EDUN-AMERICAS, INC.",SALES MANAGERS,MERCHANDISING MANAGER,Y,95285.0,2016
CERTIFIED,"HEINEKEN USA, INC.",SALES MANAGERS,"BUSINESS INTELLIGENCE DIRECTOR, SOUTHEAST REGION",Y,158392.0,2016
DENIED,SHINAGAWA ADVANCED MATERIALS AMERICAS INC,SALES MANAGERS,JAPANESE-CHINESE SALES MANAGER,N,57304.0,2016
CERTIFIED,"KOMODO HEALTH, INC.",SALES MANAGERS,CUSTOMER SUCCESS MANAGER,Y,95285.0,2016
CERTIFIED,"GLOBALLOGIC,INC.",SALES MANAGERS,"VICE PRESIDENT, BUSINESS DEVELOPMENT",Y,160368.0,2016
CERTIFIED,"MANN+HUMMEL USA, INC.",SALES MANAGERS,PROGRAM MANAGER AO,Y,87651.0,2016
CERTIFIED,"DAQRI, LLC",SALES MANAGERS,SENIOR DIRECTOR OF NORTH AMERICAN SALES,Y,163592.0,2016
CERTIFIED,READY RAZOR INCORPORATED,SALES MANAGERS,SENIOR VICE PRESIDENT - BUSINESS DEVELOPMENT,Y,145371.0,2016
CERTIFIED,"CISCO SYSTEMS, INC.",SALES MANAGERS,INSIDE SYSTEMS ENGINEERING MANAGER,Y,116709.0,2016
CERTIFIED,MICROSOFT CORPORATION,SALES MANAGERS,STRATEGY DIRECTOR,Y,157934.0,2016
CERTIFIED,EUROPEAN EQUITIES CORPORATION,SALES MANAGERS,DIRECTOR OF FOREIGN EQUITY PARTNER RELATIONS,Y,105643.2,2016
DENIED,PROFESSIONALS FOR NONPROFITS,SALES MANAGERS,EXECUTIVE SEARCH SPECIALIST,N,60000.0,2016
CERTIFIED,NIIT TECHNOLOGIES INC.,SALES MANAGERS,"SENIOR DIRECTOR, BUSINESS DEVELOPMENT",Y,126610.0,2016
CERTIFIED,CRANE CO.,SALES MANAGERS,SALES OPERATIONS MANAGER,Y,80538.0,2016
CERTIFIED,TECH MAHINDRA (AMERICAS) INC.,SALES MANAGERS,SALES MANAGER,Y,116189.0,2016
CERTIFIED,EVRYTHNG INC,SALES MANAGERS,ENTERPRISE SALES DIRECTOR,Y,141315.0,2016
CERTIFIED,"MONEYGRAM INTERNATIONAL, INC.",SALES MANAGERS,PRODUCT AND SOLUTIONS MANAGER,Y,107058.0,2016
CERTIFIED,"ITC INFOTECH (USA), INC.",SALES MANAGERS,DIRECTOR - SALES,Y,102731.0,2016
CERTIFIED,"PEPSICO, INC.",SALES MANAGERS,CUSTOMER MANAGEMENT SR. MANAGER N.A. PUREPLAY BEVERAGE LEAD,Y,141315.0,2016
CERTIFIED,"ORACLE AMERICA, INC.",SALES MANAGERS,TELESALES/ INTERNET SALES SENIOR DIRECTOR,Y,171792.0,2016
CERTIFIED,"TECH MAHINDRA (AMERICAS), INC.",SALES MANAGERS,SALES MANAGER,Y,95930.0,2016
CERTIFIED,"ALPHA TIRE, LLC",SALES MANAGERS,SALES MANAGER,Y,80537.6,2016
CERTIFIED,EVRYTHNG INC,SALES MANAGERS,ENTERPRISE SALES  DIRECTOR,Y,141315.0,2016
CERTIFIED,PROFESSIONALS FOR NONPROFITS,SALES MANAGERS,EXECUTIVE SEARCH SALES SPECIALIST MANAGER,N,60000.0,2016
CERTIFIED,WNS NORTH AMERICA INC.,SALES MANAGERS,SR. VICE PRESIDENT - SALES,Y,187325.0,2016
CERTIFIED,DC CORPORATION LLC,SALES MANAGERS,SALES MANAGER,Y,74214.0,2016
CERTIFIED,DC CORPORATION LLC,SALES MANAGERS,SALES MANAGER,Y,74214.0,2016
CERTIFIED,"IGT SOLUTIONS, INC.",SALES MANAGERS,SENIOR ACCOUNT MANAGER,Y,109803.0,2016
DENIED,JAY PEAK INC,SALES MANAGERS,CANADIAN GROUP SALES MANAGER,N,67600.0,2016
CERTIFIED,CABOT MICROELECTRONICS CORPORATION,SALES MANAGERS,ACCOUNT MANAGER II,Y,88712.0,2016
CERTIFIED,KERRY INC.,SALES MANAGERS,GLOBAL ACCOUNT DIRECTOR,Y,116700.0,2016
CERTIFIED,NORTHWEST AEROSPACE TECHNOLOGIES INC.,SALES MANAGERS,SALES MANAGER,Y,129168.0,2016
CERTIFIED,VENUS LABORATORIES INC,SALES MANAGERS,SALES MANAGER,Y,92664.0,2016
CERTIFIED,"ITC INFOTECH (USA), INC.",SALES MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,116189.0,2016
CERTIFIED,PROJECT:TF,SALES MANAGERS,"SENIOR DIRECTOR, PARTNERSHIPS",Y,116709.0,2016
CERTIFIED,"MERKOLAT OF FLORIDA, INC.",SALES MANAGERS,SALES MANAGER,N,67018.0,2016
CERTIFIED,FMC CORPORATION,SALES MANAGERS,GLOBAL PRODUCT MANAGER,Y,124613.0,2016
CERTIFIED,"ADSWIZZ, INC.",SALES MANAGERS,SR. BUSINESS DEVELOPMENT MANAGER,Y,74214.0,2016
CERTIFIED,"RIVERBED TECHNOLOGY, INC.",SALES MANAGERS,"SENIOR DIRECTOR, SALES (INTERNAL SR. DIRECTOR, SALES)",Y,151365.0,2016
CERTIFIED-WITHDRAWN,"TELEFONICA USA, INC.",SALES MANAGERS,HEAD OF SALES WEST REGION,Y,159224.0,2016
CERTIFIED,JAY PEAK INC,SALES MANAGERS,CANADIAN GROUP SALES MANAGER,N,67600.0,2016
CERTIFIED,QUALITROL COMPANY LLC,SALES MANAGERS,GLOBAL SALES PROGRAM MANAGER,N,68890.0,2016
CERTIFIED,WIND FINANCIAL INFORMATION LLC,SALES MANAGERS,ACCOUNT EXECUTIVE,Y,95285.0,2016
CERTIFIED,"THYSSENKRUPP AUTOMOTIVE SYSTEMS OF AMERICA, LLC",SALES MANAGERS,KEY ACCOUNT REPRESENTATIVE - SALES,N,50190.0,2016
CERTIFIED,EVERSHINE JEWELERY REPAIRS INC,SALES MANAGERS,SALES AND MARKETING VICE PRESIDENT,Y,73756.8,2016
CERTIFIED,FMC CORPORATION,SALES MANAGERS,GLOBAL PRODUCT MANAGER,Y,124613.0,2016
CERTIFIED,"SHANGHAI YUNGOAL INFO TECH (USA) CO., LTD.",SALES MANAGERS,SALES MANAGER,Y,129168.0,2016
CERTIFIED,"PERSISTENT SYSTEMS, INC.",SALES MANAGERS,SALES DIRECTOR,Y,72030.0,2016
CERTIFIED,EZENIUS INC,SALES MANAGERS,DIRECTOR-SALES & OPERATIONS,Y,108680.0,2016
CERTIFIED,"METRO INSURANCE SERVICES, INC.",SALES MANAGERS,SALES MANAGER,Y,87297.6,2016
CERTIFIED,"SUNERA TECHNOLOGIES, INC",SALES MANAGERS,ASSOCIATE VICE PRESIDENT,Y,95930.0,2016
CERTIFIED,MOGAS INDUSTRIES INC.,SALES MANAGERS,LATIN AMERICA SALES MANAGER,Y,179379.0,2016
CERTIFIED,COPAL PARTNERS (US) INC.,SALES MANAGERS,DIRECTOR - BUSINESS DEVELOPMENT,Y,159224.0,2016
CERTIFIED,"SOVEREIGN SYSTEMS, LLC",SALES MANAGERS,SENIOR CLIENT MANAGER,Y,141939.0,2016
CERTIFIED,"TATA TECHNOLOGIES, INC.",SALES MANAGERS,SALES DIRECTOR,Y,102731.0,2016
CERTIFIED,"ANHEUSER-BUSCH INBEV SERVICES, LLC",SALES MANAGERS,"GLOBAL DIRECTOR, DEMAND MANAGEMENT SALES",Y,141315.0,2016
CERTIFIED,THESAN USA CORP.,SALES MANAGERS,SALES AND DEVELOPMENT MANAGER,N,64750.0,2016
CERTIFIED,PARKER HANNIFIN CORPORATION,SALES MANAGERS,PRODUCT SALES MANAGER,Y,80538.0,2016
CERTIFIED,LAMEX FOODS INC,SALES MANAGERS,SALES MANAGER,Y,135346.0,2016
CERTIFIED,EARLY MORNING LLC,SALES MANAGERS,SALES MANAGER,Y,73466.0,2016
CERTIFIED,"X.COMMERCE, INC.",SALES MANAGERS,DIRECTOR SALES OPERATIONS,Y,163592.0,2016
CERTIFIED,UHLMANN PACKAGING SYSTEMS LP,SALES MANAGERS,NORTHEAST REGIONAL SALES MANAGER,Y,93496.0,2016
CERTIFIED,IT AMERICA INC,SALES MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,95284.8,2016
CERTIFIED,"3I INFOTECH, INC.",SALES MANAGERS,SALES DIRECTOR,Y,95285.0,2016
CERTIFIED,QUBOLE INC.,SALES MANAGERS,"REGIONAL SALES DIRECTOR, SOUTHEAST REGION",Y,116189.0,2016
CERTIFIED,"SOVEREIGN SYSTEMS, LLC",SALES MANAGERS,SENIOR CLIENT MANAGER,Y,141939.0,2016
CERTIFIED,"FULLSTACK ACADEMY, INC.",SALES MANAGERS,VP OF SALES AND MARKETING,Y,141315.0,2016
CERTIFIED,KERRY INC.,SALES MANAGERS,BUSINESS DEVELOPMENT MANAGER-ASEPTIC & RETORT MANUFACTURING,Y,102900.0,2016
CERTIFIED,"MYTHICS, INC.",SALES MANAGERS,PARTNERSHIP MANAGER,Y,92165.0,2016
WITHDRAWN,BLENTECH CORPORATION,SALES MANAGERS,INTERNATIONAL SALES MANAGER,Y,85093.0,2016
CERTIFIED,BROTHER INTERNATIONAL CORPORATION,SALES MANAGERS,"SENIOR INTERNATIONAL SALES MANAGER, IPD",N,66300.0,2016
CERTIFIED,"ISPRING WATER SYSTEMS, LLC",SALES MANAGERS,SALES MANAGER,N,63065.6,2016
CERTIFIED,COSMOPOLITAN FOOD GROUP INC,SALES MANAGERS,SALES MANAGER,Y,93496.0,2016
WITHDRAWN,MOGAS INDUSTRIES INC.,SALES MANAGERS,LATIN AMERICA SALES MANAGER,Y,179379.0,2016
CERTIFIED,DAWRA LLC,SALES MANAGERS,GENERAL MANAGER,N,60320.0,2016
CERTIFIED,MOGAS INDUSTRIES INC.,SALES MANAGERS,LATIN AMERICA SALES MANAGER,Y,179379.0,2016
CERTIFIED,"WILKINS MEDIA, LLC",SALES MANAGERS,"DIRECTOR, CLIENT PARTNERSHIPS",N,55037.0,2016
CERTIFIED,PARKER HANNIFIN CORPORATION,SALES MANAGERS,PRODUCT SALES MANAGER,Y,80538.0,2016
CERTIFIED,"SIEMENS ENERGY, INC.",SALES MANAGERS,STRATEGIC BUSINESS MANAGEMENT,Y,94058.0,2016
CERTIFIED,"TAVANT TECHNOLOGIES, INC",SALES MANAGERS,SALES MANAGER,Y,116189.0,2016
CERTIFIED,"INCEDO, INC.",SALES MANAGERS,SALES DIRECTOR,Y,116189.0,2016
CERTIFIED,"INFINITE COMPUTER SOLUTIONS, INC.",SALES MANAGERS,VICE PRESIDENT,Y,122054.0,2016
CERTIFIED,"DOCASAP, INC.",SALES MANAGERS,BUSINESS RELATIONSHIP EXECUTIVE,Y,74838.0,2016
CERTIFIED,IT AMERICA INC,SALES MANAGERS,BUSINESS DEVELOPMENT SPECIALIST (TECHNICAL),N,56930.0,2016
CERTIFIED,LATAM AIRLINES GROUP S.A.,SALES MANAGERS,DIRECT SALES MANAGER,N,62691.0,2016
CERTIFIED,"SPARTAN MOTORS, INC.",SALES MANAGERS,DIRECTOR OF INTERNATIONAL BUSINESS,Y,120515.0,2016
